food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Mexican Cheese queso chihuahua,374.0,30000.0,19000.0,8400.0,890.0,5600.0,5600.0,22000.0,0.0,105.0,617.0,0.0578999999999999,0.02,0.002,0.001,0.23,0.15,0.2799999999999999,0.06,0.0,0.0005,0.2599999999999999,0.0025,651.0,0.47,0.02,23.0,0.0699999999999999,442.0,52.0,0.015,3.5,Dairy
Sour cream,181.0,14000.0,8700.0,4100.0,500.0,7000.0,300.0,7000.0,0.0,35.0,70.0,0.1308,0.04,0.011,0.0003,0.24,0.0699999999999999,0.0,0.02,0.9,0.0003,0.4,0.0007,141.0,0.06,0.01,11.0,0.0,85.0,211.0,0.0040999999999999,0.27,Dairy
Parmigiano-Reggiano,265.0,20000.0,13000.0,6100.0,460.0,1400.0,0.0,20000.0,0.0,88.0,1529.0,0.1815,0.03,0.01,0.0023,0.49,0.11,0.33,0.05,0.0,0.0003999999999999,0.17,0.0017,1109.0,0.9,0.24,38.0,0.09,729.0,125.0,0.018,3.9,Dairy
Powdered milk,496.0,27000.0,17000.0,7900.0,670.0,38000.0,38000.0,26000.0,0.0,97.0,371.0,0.2801999999999999,0.2799999999999999,0.037,0.0033,1.2,0.65,2.3,0.3,8.6,0.0005,0.58,0.0022,912.0,0.47,0.08,85.0,0.04,776.0,1330.0,0.016,3.3,Dairy
Dulce de Leche,315.0,7400.0,4500.0,2100.0,380.0,55000.0,50000.0,6800.0,0.0,29.0,129.0,0.0800999999999999,0.02,0.011,0.00031,0.41,0.21,0.8400000000000001,0.02,2.6,0.0001999999999999,0.2,0.0013,251.0,0.17,0.0,22.0,0.0,193.0,350.0,0.0027,0.79,Dairy
Soft serve,222.0,13000.0,7500.0,3500.0,460.0,22000.0,21000.0,4100.0,700.0,91.0,61.0,0.1767,0.05,0.009,0.0005,0.18,0.1,0.51,0.05,0.8,0.0007,0.61,0.0009,131.0,0.21,0.03,12.0,0.01,116.0,177.0,0.003,0.5199999999999999,Dairy
Ice cream sandwich,237.0,8600.0,2300.0,2700.0,2300.0,37000.0,19000.0,4300.0,0.0,21.0,129.0,0.0857999999999999,0.11,0.034,5e-05,0.15,1.6,0.21,0.03,0.0,0.0,0.4,0.0013,86.0,0.2599999999999999,0.25,29.0,0.38,72.0,115.0,0.0031,0.6,Dairy
American cheese,371.0,32000.0,18000.0,8200.0,1300.0,3700.0,2300.0,18000.0,0.0,100.0,1671.0,0.2835,0.02,0.008,0.0015,0.23,0.08,0.4,0.05,0.0,0.0006,0.8,0.0026,1045.0,0.63,0.05,26.0,0.04,641.0,132.0,0.02,2.5,Dairy
Yogurt,59.0,390.0,120.0,50.0,10.0,3600.0,3200.0,10000.0,0.0,5.0,36.0,0.0012,0.02,0.007,0.00075,0.2799999999999999,0.21,0.33,0.06,0.0,0.0,0.01,0.0,110.0,0.0699999999999999,0.02,11.0,0.01,135.0,141.0,0.0097,0.5199999999999999,Dairy
Cotija cheese,366.0,30000.0,18000.0,8300.0,1200.0,4000.0,0.0,20000.0,0.0,100.0,1400.0,0.2594999999999999,0.03,0.01,0.0023,0.49,0.11,0.0,0.05,0.0,0.0005,0.25,0.0019,800.0,0.0,0.24,38.0,0.0,729.0,125.0,0.018,3.9,Dairy
Kefir,41.0,930.0,660.0,310.0,50.0,4500.0,4600.0,3800.0,0.0,5.0,40.0,0.1707,0.03,0.013,0.00029,0.1399999999999999,0.15,0.39,0.06,0.2,0.001,0.02,0.0001,130.0,0.04,0.01,12.0,0.01,105.0,164.0,0.0036,0.46,Dairy
Greek yogurt,97.0,5000.0,2400.0,2100.0,470.0,4000.0,4000.0,9000.0,0.0,13.0,35.0,0.0045,0.02,0.005,0.00075,0.2799999999999999,0.21,0.33,0.06,0.0,0.0,0.01,0.0,100.0,0.0,0.02,11.0,0.01,135.0,141.0,0.0097,0.5199999999999999,Dairy
Ice cream sundae cone,254.0,14000.0,2700.0,1800.0,750.0,29000.0,21000.0,3000.0,1000.0,15.0,115.0,0.1229999999999999,0.09,0.019,0.00035,0.21,1.1,0.36,0.05,0.0,0.0001,0.11,0.0005,60.0,0.36,0.08,20.0,0.09,128.0,204.0,0.0023,0.5599999999999999,Dairy
Coconut milk,230.0,24000.0,21000.0,1000.0,260.0,5500.0,3300.0,2300.0,2200.0,0.0,15.0,0.0,0.03,0.016,0.0,0.0,0.76,0.18,0.03,2.8,0.0,0.15,0.0001,16.0,1.6,0.27,37.0,0.92,100.0,263.0,0.0062,0.67,Dairy
Mozzarella,280.0,17000.0,11000.0,4800.0,510.0,3100.0,1200.0,28000.0,0.0,54.0,16.0,0.1551,0.02,0.009,0.00092,0.34,0.12,0.0,0.08,0.0,0.0003,0.15,0.0018,731.0,0.25,0.03,26.0,0.0,524.0,95.0,0.016,3.1,Dairy
Shiitake,34.0,490.0,0.0,0.0,0.0,6800.0,2400.0,2200.0,2500.0,0.0,9.0,0.0,0.02,0.013,0.0,0.22,3.9,1.5,0.29,0.0,0.0003999999999999,0.0,0.0,2.0,0.41,0.1399999999999999,20.0,0.23,112.0,304.0,0.0056999999999999,1.0,Vegetables
Chanterelle,38.0,530.0,0.0,0.0,0.0,6900.0,1200.0,1500.0,3800.0,0.0,9.0,0.0,0.02,0.002,0.0,0.22,4.1000000000000005,1.1,0.04,0.0,0.0053,0.0,0.0,15.0,3.5,0.35,13.0,0.29,57.0,506.0,0.0022,0.71,Vegetables
True morels,31.0,570.0,70.0,50.0,430.0,5100.0,600.0,3100.0,2800.0,0.0,21.0,0.0,0.0699999999999999,0.009,0.0,0.21,2.3,0.44,0.1399999999999999,0.0,0.0051,0.0,0.0,43.0,12.0,0.63,19.0,0.5900000000000001,194.0,411.0,0.0022,2.0,Vegetables
Portobello,29.0,580.0,60.0,10.0,230.0,4400.0,2300.0,3300.0,2200.0,0.0,11.0,0.0,0.0699999999999999,0.019,0.0,0.4,6.3,1.3,0.12,0.0,0.0003,0.0,0.0,3.0,0.4,0.39,13.0,0.0699999999999999,135.0,437.0,0.022,0.65,Vegetables
Edible mushroom,22.0,340.0,50.0,0.0,160.0,3300.0,2000.0,3100.0,1000.0,0.0,5.0,0.0,0.08,0.017,4e-05,0.4,3.6,1.5,0.1,2.1,0.0001999999999999,0.01,0.0,3.0,0.5,0.32,9.0,0.05,86.0,318.0,0.0093,0.5199999999999999,Vegetables
Enoki mushrooms,37.0,290.0,20.0,0.0,90.0,7800.0,220.0,2700.0,2700.0,0.0,3.0,0.0,0.23,0.048,0.0,0.2,7.0,1.4,0.1,0.0,0.0001,0.01,0.0,0.0,1.2,0.11,16.0,0.08,105.0,359.0,0.0022,0.65,Vegetables
Truffle,284.0,730.0,0.0,0.0,0.0,73000.0,0.0,9300.0,70000.0,0.0,35.0,0.0,0.02,0.038,0.0,0.8400000000000001,6.3,0.48,0.11,0.0,0.0,0.0,0.0,159.0,5.9,0.18,83.0,2.0,184.0,754.0,0.043,1.3,Vegetables
Maitake mushrooms,31.0,190.0,30.0,30.0,90.0,7000.0,2100.0,1900.0,2700.0,0.0,1.0,0.0,0.15,0.0209999999999999,0.0,0.24,6.6,0.27,0.06,0.0,0.028,0.01,0.0,1.0,0.3,0.25,10.0,0.06,74.0,204.0,0.0022,0.75,Vegetables
Porridge,50.0,210.0,30.0,30.0,110.0,11000.0,30.0,1400.0,500.0,0.0,6.0,0.0,0.06,0.012,0.0,0.03,0.5199999999999999,0.0699999999999999,0.01,0.0,0.0,0.02,0.0001,87.0,3.7,0.04,5.0,0.0,15.0,16.0,0.0028,0.1299999999999999,Grains
Oatmeal,68.0,1400.0,230.0,390.0,430.0,12000.0,460.0,2400.0,1700.0,0.0,49.0,0.1299,0.2599999999999999,0.044,0.0,0.22,3.0,0.32,0.29,0.0,0.0,0.0699999999999999,0.0003999999999999,80.0,6.0,0.0699999999999999,26.0,0.5599999999999999,77.0,61.0,0.005,0.62,Grains
Cereal,378.0,1100.0,260.0,200.0,350.0,87000.0,10000.0,6100.0,1400.0,0.0,795.0,0.8375999999999999,6.3,0.0,0.0,3.9,30.0,0.23,6.0,39.0,0.0,0.08,0.0,10.0,34.0,0.1399999999999999,19.0,0.79,77.0,105.0,0.0063,7.6,Grains
Chia seeds,486.0,31000.0,3300.0,2300.0,24000.0,42000.0,0.0,17000.0,34000.0,0.0,16.0,0.0162,0.62,0.049,0.0,0.17,8.8,0.0,0.0,1.6,0.0,0.5,0.0,631.0,7.7,0.92,335.0,2.7,860.0,407.0,0.055,4.6,Grains
Sesame,573.0,50000.0,7000.0,19000.0,22000.0,23000.0,300.0,18000.0,12000.0,0.0,11.0,0.0026999999999999,0.79,0.097,0.0,0.25,4.5,0.05,0.79,0.0,0.0,0.25,0.0,975.0,15.0,4.1000000000000005,351.0,2.5,629.0,468.0,0.034,7.8,Grains
Sunflower seed,584.0,51000.0,4500.0,19000.0,23000.0,20000.0,2600.0,21000.0,8600.0,0.0,9.0,0.015,1.5,0.2269999999999999,0.0,0.36,8.3,1.1,1.3,1.4,0.0,35.0,0.0,78.0,5.3,1.8,325.0,2.0,660.0,645.0,0.053,5.0,Grains
Pumpkin seed,446.0,19000.0,3700.0,6000.0,8800.0,54000.0,0.0,19000.0,18000.0,0.0,18.0,0.0186,0.03,0.009,0.0,0.05,0.29,0.06,0.04,0.3,0.0,0.0,0.0,55.0,3.3,0.69,262.0,0.5,92.0,919.0,0.0,10.0,Grains
Flax seeds,534.0,42000.0,3700.0,7500.0,29000.0,29000.0,1600.0,18000.0,27000.0,0.0,30.0,0.0,1.6,0.087,0.0,0.16,3.1,0.99,0.47,0.6,0.0,0.31,0.0043,255.0,5.7,1.2,392.0,2.5,642.0,813.0,0.025,4.3,Grains
Adzuki bean,128.0,100.0,40.0,10.0,20.0,25000.0,0.0,7500.0,7300.0,0.0,8.0,0.0018,0.12,0.121,0.0,0.06,0.7200000000000001,0.43,0.1,0.0,0.0,0.0,0.0,28.0,2.0,0.3,52.0,0.57,168.0,532.0,0.0012,1.8,Grains
Baked beans,155.0,5200.0,1900.0,2100.0,740.0,22000.0,0.0,5500.0,5500.0,5.0,422.0,0.0,0.1399999999999999,0.048,0.0,0.05,0.41,0.16,0.09,1.1,0.0,0.0,0.0,61.0,2.0,0.16,43.0,0.2599999999999999,109.0,358.0,0.0056999999999999,0.73,Grains
Black turtle bean,130.0,350.0,90.0,30.0,150.0,24000.0,320.0,8200.0,8300.0,0.0,3.0,0.0018,0.23,0.086,0.0,0.06,0.53,0.2599999999999999,0.08,0.0,0.0,0.87,0.0033,55.0,2.9,0.27,49.0,0.33,152.0,433.0,0.0012,0.76,Grains
Cranberry beans,136.0,460.0,120.0,40.0,200.0,24000.0,0.0,9300.0,8600.0,0.0,1.0,0.0,0.21,0.207,0.0,0.0699999999999999,0.5199999999999999,0.24,0.08,0.0,0.0,0.0,0.0,50.0,2.1,0.23,50.0,0.37,135.0,387.0,0.0013,1.1,Grains
French beans,129.0,760.0,80.0,50.0,450.0,24000.0,0.0,7100.0,9400.0,0.0,6.0,0.0009,0.1299999999999999,0.075,0.0,0.06,0.55,0.22,0.11,1.2,0.0,0.0,0.0,63.0,1.1,0.12,56.0,0.38,102.0,370.0,0.0012,0.64,Grains
Great northern beans,118.0,450.0,140.0,20.0,190.0,21000.0,0.0,8300.0,7000.0,0.0,2.0,0.0003,0.16,0.102,0.0,0.06,0.68,0.27,0.12,1.3,0.0,0.0,0.0,68.0,2.1,0.25,50.0,0.5199999999999999,165.0,391.0,0.0040999999999999,0.88,Grains
Kidney beans,127.0,500.0,70.0,40.0,280.0,23000.0,320.0,8700.0,6400.0,0.0,1.0,0.0,0.16,0.1299999999999999,0.0,0.06,0.58,0.22,0.12,1.2,0.0,0.03,0.0084,35.0,2.2,0.22,42.0,0.43,138.0,405.0,0.0011,1.0,Grains
Navy beans,140.0,620.0,100.0,140.0,490.0,26000.0,370.0,8200.0,11000.0,0.0,0.0,0.0,0.24,0.1399999999999999,0.0,0.0699999999999999,0.65,0.27,0.1399999999999999,0.9,0.0,0.01,0.0006,69.0,2.4,0.21,53.0,0.53,144.0,389.0,0.0029,1.0,Grains
Pinto beans,143.0,650.0,140.0,130.0,240.0,26000.0,340.0,9000.0,9000.0,0.0,1.0,0.0,0.19,0.172,0.0,0.06,0.32,0.21,0.23,0.8,0.0,0.94,0.0035,46.0,2.1,0.22,50.0,0.45,147.0,436.0,0.0062,0.98,Grains
Yellow beans,144.0,1100.0,280.0,90.0,470.0,25000.0,340.0,9200.0,10000.0,0.0,5.0,0.0006,0.19,0.081,0.0,0.1,0.71,0.23,0.1299999999999999,1.8,0.0,0.94,0.0035,62.0,2.5,0.19,74.0,0.46,183.0,325.0,0.0013,1.1,Grains
White beans,139.0,350.0,90.0,30.0,150.0,25000.0,340.0,9700.0,6300.0,0.0,6.0,0.0,0.12,0.081,0.0,0.05,0.1399999999999999,0.23,0.09,0.0,0.0,0.94,0.0035,90.0,3.7,0.29,63.0,0.64,113.0,561.0,0.0013,1.4,Grains
Fava beans,110.0,400.0,70.0,80.0,160.0,20000.0,1800.0,7600.0,5400.0,0.0,5.0,0.0045,0.1,0.104,0.0,0.09,0.71,0.16,0.0699999999999999,0.3,0.0,0.02,0.0029,36.0,1.5,0.2599999999999999,43.0,0.42,125.0,268.0,0.0026,1.0,Grains
Chickpeas,164.0,2600.0,270.0,580.0,1200.0,27000.0,4800.0,8900.0,7600.0,0.0,7.0,0.0081,0.12,0.172,0.0,0.06,0.53,0.29,0.1399999999999999,1.3,0.0,0.35,0.004,49.0,2.9,0.35,48.0,1.0,168.0,291.0,0.0037,1.5,Grains
Cowpea (Black-eyed pea),116.0,530.0,140.0,40.0,230.0,21000.0,3300.0,7700.0,6500.0,0.0,4.0,0.0045,0.2,0.208,0.0,0.06,0.5,0.41,0.1,0.4,0.0,0.2799999999999999,0.0017,24.0,2.5,0.27,53.0,0.48,156.0,278.0,0.0025,1.3,Grains
Lablab,117.0,580.0,100.0,30.0,250.0,21000.0,0.0,8100.0,0.0,0.0,7.0,0.0,0.27,0.004,0.0,0.04,0.41,0.32,0.04,0.0,0.0,0.0,0.0,40.0,4.6,0.34,82.0,0.48,120.0,337.0,0.0028,2.9,Grains
Lentil,116.0,380.0,50.0,60.0,180.0,20000.0,1800.0,9000.0,7900.0,0.0,2.0,0.0024,0.17,0.181,0.0,0.0699999999999999,1.1,0.64,0.18,1.5,0.0,0.11,0.0017,19.0,3.3,0.25,36.0,0.49,180.0,369.0,0.0028,1.3,Grains
Lima bean,115.0,380.0,90.0,30.0,170.0,21000.0,2900.0,7800.0,7000.0,0.0,2.0,0.0,0.16,0.083,0.0,0.06,0.42,0.42,0.16,0.0,0.0,0.18,0.002,17.0,2.4,0.24,43.0,0.5199999999999999,111.0,508.0,0.0045,0.95,Grains
Lupin Bean,119.0,2900.0,350.0,1200.0,730.0,9900.0,0.0,16000.0,2800.0,0.0,4.0,0.0021,0.1299999999999999,0.059,0.0,0.05,0.5,0.19,0.01,1.1,0.0,0.0,0.0,51.0,1.2,0.23,54.0,0.68,128.0,245.0,0.0026,1.4,Grains
Mothbeans,117.0,550.0,120.0,40.0,260.0,21000.0,0.0,7800.0,0.0,0.0,10.0,0.0029999999999999,0.12,0.143,0.0,0.02,0.67,0.39,0.09,1.0,0.0,0.0,0.0,3.0,3.1,0.16,104.0,0.53,150.0,304.0,0.0028,0.5900000000000001,Grains
Mung beans,105.0,380.0,120.0,50.0,130.0,19000.0,2000.0,7000.0,7600.0,0.0,2.0,0.0072,0.16,0.159,0.0,0.06,0.58,0.41,0.0699999999999999,1.0,0.0,0.15,0.0027,27.0,1.4,0.16,48.0,0.3,99.0,266.0,0.0025,0.8400000000000001,Grains
Cellophane noodles,351.0,60.0,20.0,10.0,20.0,86000.0,0.0,160.0,500.0,0.0,10.0,0.0,0.15,0.002,0.0,0.0,0.2,0.1,0.05,0.0,0.0,0.1299999999999999,0.0,25.0,2.2,0.08,3.0,0.1,32.0,10.0,0.0079,0.41,Grains
Black gram,105.0,550.0,40.0,30.0,360.0,18000.0,2000.0,7500.0,6400.0,0.0,7.0,0.0093,0.15,0.094,0.0,0.08,1.5,0.43,0.06,1.0,0.0,0.15,0.0027,53.0,1.8,0.1399999999999999,63.0,0.41,156.0,231.0,0.0025,0.83,Grains
Pigeon pea,121.0,380.0,80.0,0.0,210.0,23000.0,0.0,6800.0,6700.0,0.0,5.0,0.0009,0.15,0.111,0.0,0.06,0.78,0.32,0.05,0.0,0.0,0.0,0.0,43.0,1.1,0.27,46.0,0.5,119.0,384.0,0.0029,0.9,Grains
Refried beans,90.0,2000.0,630.0,600.0,540.0,14000.0,540.0,5000.0,3700.0,0.0,370.0,0.0,0.08,0.011,0.0,0.08,0.37,0.19,0.1,6.0,0.0,0.09,0.0021,29.0,1.4,0.1299999999999999,35.0,0.29,92.0,319.0,0.0058,0.58,Grains
Soybean,172.0,9000.0,1300.0,2000.0,5100.0,8400.0,3000.0,18000.0,6000.0,0.0,1.0,0.0026999999999999,0.16,0.054,0.0,0.29,0.4,0.18,0.23,1.7,0.0,0.35,0.019,102.0,5.1000000000000005,0.41,86.0,0.82,245.0,515.0,0.0073,1.2,Grains
Nattō,211.0,11000.0,1600.0,2400.0,6200.0,13000.0,4900.0,19000.0,5400.0,0.0,7.0,0.0,0.16,0.008,0.0,0.19,0.0,0.22,0.1299999999999999,13.0,0.0,0.01,0.023,217.0,8.6,0.67,115.0,1.5,174.0,729.0,0.0088,3.0,Grains
Tempeh,192.0,11000.0,2500.0,3200.0,4300.0,7600.0,0.0,20000.0,0.0,0.0,9.0,0.0,0.08,0.024,8e-05,0.36,2.6,0.2799999999999999,0.22,0.0,0.0,0.0,0.0,111.0,2.7,0.5599999999999999,81.0,1.3,266.0,412.0,0.0,1.1,Grains
Soybean meal,337.0,2400.0,270.0,410.0,1000.0,36000.0,0.0,49000.0,0.0,0.0,3.0,0.0119999999999999,0.69,0.303,0.0,0.25,2.6,2.0,0.57,0.0,0.0,0.0,0.0,244.0,14.0,2.0,306.0,3.8,701.0,2490.0,0.0033,5.1000000000000005,Grains
Okara,76.0,1700.0,190.0,300.0,760.0,12000.0,0.0,3500.0,0.0,0.0,9.0,0.0,0.02,0.026,0.0,0.02,0.1,0.09,0.12,0.0,0.0,0.0,0.0,80.0,1.3,0.2,26.0,0.4,60.0,213.0,0.011,0.5599999999999999,Grains
Winged beans,147.0,5800.0,830.0,2200.0,1600.0,15000.0,0.0,11000.0,0.0,0.0,13.0,0.0,0.3,0.01,0.0,0.1299999999999999,0.83,0.16,0.05,0.0,0.0,0.0,0.0,142.0,4.3,0.7699999999999999,54.0,1.2,153.0,280.0,0.0029,1.4,Grains
Falafel,333.0,18000.0,2400.0,10000.0,4200.0,32000.0,0.0,13000.0,0.0,0.0,294.0,0.0039,0.15,0.093,0.0,0.17,1.0,0.29,0.1299999999999999,1.6,0.0,0.0,0.0,54.0,3.4,0.2599999999999999,82.0,0.69,192.0,585.0,0.001,1.5,Grains
Chickpea flour (besan),387.0,6700.0,690.0,1500.0,3000.0,58000.0,11000.0,22000.0,11000.0,0.0,64.0,0.0122999999999999,0.49,0.437,0.0,0.11,1.8,0.61,0.49,0.0,0.0,0.83,0.0090999999999999,45.0,4.9,0.91,166.0,1.6,318.0,846.0,0.0083,2.8,Grains
Hummus,166.0,9600.0,1400.0,4000.0,3600.0,14000.0,0.0,7900.0,6000.0,0.0,379.0,0.009,0.18,0.083,0.0,0.06,0.58,0.1299999999999999,0.2,0.0,0.0,0.0,0.0,38.0,2.4,0.53,71.0,0.7699999999999999,176.0,228.0,0.0026,1.8,Grains
Soy yogurt,66.0,1800.0,220.0,0.0,0.0,9700.0,5300.0,2600.0,400.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0013,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grains
Tofu,144.0,8700.0,1300.0,1900.0,4900.0,2800.0,0.0,17000.0,2300.0,0.0,14.0,0.0498,0.16,0.029,0.0,0.1,0.38,0.1299999999999999,0.09,0.2,0.0,0.0,0.0,683.0,2.7,0.38,58.0,1.2,190.0,237.0,0.017,1.6,Grains
Wheat Bread,313.0,4300.0,990.0,1000.0,1700.0,56000.0,6400.0,13000.0,4700.0,0.0,601.0,0.0,0.44,0.086,0.0,0.38,6.3,0.46,0.15,0.2,0.0,0.24,0.0056999999999999,165.0,4.1000000000000005,0.2,59.0,1.4,188.0,223.0,0.033,1.5,Grains
Amaranth grain,102.0,1600.0,0.0,0.0,0.0,19000.0,0.0,3800.0,2100.0,0.0,6.0,0.0,0.02,0.022,0.0,0.02,0.24,0.0,0.11,0.0,0.0,0.19,0.0,47.0,2.1,0.15,65.0,0.85,148.0,135.0,0.0055,0.86,Grains
Groat,343.0,3400.0,740.0,1000.0,1000.0,72000.0,0.0,13000.0,10000.0,0.0,1.0,0.0,0.1,0.03,0.0,0.43,7.0,1.2,0.21,0.0,0.0,0.0,0.0,18.0,2.2,1.1,231.0,1.3,347.0,460.0,0.0083,2.4,Grains
Buckwheat,92.0,620.0,130.0,190.0,190.0,20000.0,900.0,3400.0,2700.0,0.0,4.0,0.0,0.04,0.014,0.0,0.04,0.94,0.36,0.08,0.0,0.0,0.09,0.0019,7.0,0.8,0.15,51.0,0.4,70.0,88.0,0.0022,0.61,Grains
Cornmeal,370.0,1800.0,220.0,390.0,830.0,79000.0,1600.0,7100.0,3900.0,0.0,7.0,0.0642,0.55,0.209,0.0,0.38,5.0,0.24,0.18,0.0,0.0,0.12,0.0,3.0,4.4,0.08,32.0,0.17,99.0,142.0,0.011,0.66,Grains
Couscous,112.0,160.0,30.0,20.0,60.0,23000.0,100.0,3800.0,1400.0,0.0,5.0,0.0,0.06,0.015,0.0,0.03,0.98,0.37,0.05,0.0,0.0,0.1299999999999999,0.0001,8.0,0.38,0.04,8.0,0.08,22.0,58.0,0.028,0.2599999999999999,Grains
Millet,119.0,1000.0,170.0,180.0,510.0,24000.0,130.0,3500.0,1300.0,0.0,2.0,0.0009,0.11,0.019,0.0,0.08,1.3,0.17,0.11,0.0,0.0,0.02,0.0003,3.0,0.63,0.16,44.0,0.27,100.0,62.0,0.0009,0.91,Grains
Brown rice,123.0,970.0,260.0,370.0,370.0,26000.0,240.0,2700.0,1600.0,0.0,4.0,0.0,0.18,0.009,0.0,0.0699999999999999,2.6,0.38,0.12,0.0,0.0,0.17,0.0001999999999999,3.0,0.5599999999999999,0.11,39.0,0.97,103.0,86.0,0.0058,0.71,Grains
Oat,389.0,6900.0,1200.0,2200.0,2500.0,66000.0,0.0,17000.0,11000.0,0.0,2.0,0.0,0.76,0.056,0.0,0.1399999999999999,0.96,1.3,0.12,0.0,0.0,0.0,0.0,54.0,4.7,0.63,177.0,4.9,523.0,429.0,0.0,4.0,Grains
Rice,130.0,280.0,80.0,90.0,80.0,28000.0,50.0,2700.0,400.0,0.0,1.0,0.0,0.16,0.058,0.0,0.01,1.5,0.39,0.09,0.0,0.0,0.04,0.0,10.0,1.2,0.0699999999999999,12.0,0.47,43.0,35.0,0.0075,0.49,Grains
Arborio rice,130.0,190.0,50.0,60.0,50.0,29000.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.16,0.059,0.0,0.02,1.5,0.4,0.06,0.0,0.0,0.0,0.0,1.0,1.5,0.0699999999999999,8.0,0.36,33.0,26.0,0.0075,0.4,Grains
Glutinous rice,97.0,190.0,40.0,70.0,70.0,21000.0,50.0,2000.0,1000.0,0.0,5.0,0.0,0.02,0.001,0.0,0.01,0.29,0.22,0.03,0.0,0.0,0.04,0.0,2.0,0.1399999999999999,0.05,5.0,0.2599999999999999,8.0,10.0,0.0056,0.41,Grains
Rye,338.0,1600.0,200.0,210.0,770.0,76000.0,980.0,10000.0,15000.0,0.0,2.0,0.0032999999999999,0.32,0.038,0.0,0.25,4.3,1.5,0.29,0.0,0.0,0.85,0.0059,24.0,2.6,0.37,110.0,2.6,332.0,510.0,0.014,2.7,Grains
Flour,364.0,980.0,160.0,90.0,410.0,76000.0,270.0,10000.0,2700.0,0.0,2.0,0.0,0.79,0.183,0.0,0.49,5.9,0.44,0.04,0.0,0.0,0.06,0.0003,15.0,4.6,0.1399999999999999,22.0,0.68,108.0,107.0,0.034,0.7,Grains
Pasta,131.0,1100.0,150.0,120.0,430.0,25000.0,0.0,5200.0,0.0,33.0,6.0,0.0059999999999999,0.21,0.064,0.00014,0.15,0.99,0.18,0.03,0.0,0.0,0.0,0.0,6.0,1.1,0.09,18.0,0.22,63.0,24.0,0.0,0.5599999999999999,Grains
Noodles,138.0,2100.0,420.0,580.0,550.0,25000.0,400.0,4500.0,1200.0,29.0,5.0,0.0062999999999999,0.29,0.0839999999999999,8.999999999999999e-05,0.1399999999999999,2.1,0.2599999999999999,0.05,0.0,0.0001,0.17,0.0,12.0,1.5,0.1,21.0,0.32,76.0,38.0,0.024,0.65,Grains
Soba,99.0,100.0,20.0,30.0,30.0,21000.0,0.0,5100.0,0.0,0.0,60.0,0.0,0.09,0.007,0.0,0.03,0.51,0.24,0.04,0.0,0.0,0.0,0.0,4.0,0.48,0.01,9.0,0.37,25.0,35.0,0.0,0.12,Grains
Khorasan wheat,337.0,2100.0,200.0,210.0,620.0,71000.0,7800.0,15000.0,11000.0,0.0,5.0,0.0029999999999999,0.57,0.0,0.0,0.18,6.4,0.95,0.2599999999999999,0.0,0.0,0.61,0.0018,22.0,3.8,0.51,130.0,2.7,364.0,403.0,0.082,3.7,Grains
Spaghetti,158.0,930.0,180.0,130.0,330.0,31000.0,560.0,5800.0,1800.0,0.0,1.0,0.0,0.02,0.007,0.0,0.02,0.4,0.11,0.05,0.0,0.0,0.06,0.0,7.0,0.5,0.1,18.0,0.32,58.0,44.0,0.026,0.51,Grains
Semolina,374.0,1000.0,290.0,260.0,320.0,81000.0,330.0,7500.0,1800.0,0.0,2.0,0.0,0.22,0.008,0.0,0.05,5.0,0.67,0.45,0.0,0.0,0.03,0.0001,71.0,0.74,0.2799999999999999,27.0,1.0,153.0,174.0,0.02,1.0,Grains
Spätzle,138.0,2100.0,420.0,580.0,550.0,25000.0,400.0,4500.0,1200.0,29.0,165.0,0.0062999999999999,0.03,0.007,8.999999999999999e-05,0.02,0.4,0.2599999999999999,0.05,0.0,0.0,0.17,0.0,12.0,0.6,0.1,21.0,0.32,76.0,38.0,0.024,0.65,Grains
Papadum,371.0,3300.0,1100.0,530.0,1100.0,60000.0,0.0,26000.0,19000.0,4.0,1745.0,0.015,0.2799999999999999,0.219,0.0,0.2599999999999999,1.5,0.92,0.29,0.0,0.0,0.05,0.0003999999999999,143.0,7.8,1.0,271.0,1.6,385.0,1000.0,0.0083,3.4,Grains
Bean,105.0,400.0,100.0,40.0,170.0,20000.0,7800.0,4800.0,5500.0,0.0,1.0,0.0317999999999999,0.15,0.024,0.0,0.06,0.43,0.0,0.1299999999999999,3.1,0.0,0.15,0.0007999999999999,50.0,0.29,0.21,32.0,0.0,104.0,296.0,0.0045,1.4,Grains
Tofu yogurt,94.0,1800.0,260.0,400.0,1000.0,16000.0,1200.0,3500.0,200.0,0.0,35.0,0.0098999999999999,0.06,0.006,0.0,0.02,0.24,0.0,0.02,2.5,0.0,0.31,0.0035,118.0,1.1,0.08,40.0,0.0,38.0,47.0,0.013,0.31,Grains
